time,value,rainfall
26783,402.00,5.00
26805,400.00,5.00
26827,400.00,5.00
26849,402.00,5.00
26870,400.00,5.00
26893,401.00,5.00
26914,400.00,5.00
26936,400.00,5.00
26958,400.00,5.00
26980,402.00,5.00
27001,400.00,5.00
27023,400.00,5.00
27045,400.00,5.00
27067,400.00,5.00
27088,400.00,5.00
27111,400.00,5.00
27132,401.00,5.00
27154,400.00,5.00
27176,402.00,5.00
27198,402.00,5.00
27219,401.00,5.00
27242,401.00,5.00
27264,401.00,5.00
27285,400.00,5.00
27308,398.00,5.00
27329,401.00,5.00
27351,400.00,5.00
27373,400.00,5.00
27395,403.00,5.00
27416,400.00,5.00
27439,397.00,5.00
27460,403.00,5.00
27482,402.00,5.00
27504,397.00,5.00
27526,401.00,5.00
27547,402.00,5.00
27570,401.00,5.00
27591,399.00,5.00
27613,401.00,5.00
27635,401.00,5.00
27657,399.00,5.00
27678,401.00,5.00
27701,400.00,5.00
27722,399.00,5.00
27744,401.00,5.00
27766,401.00,5.00
27788,400.00,5.00
27809,400.00,5.00
27832,400.00,5.00
27853,400.00,5.00
27875,399.00,5.00
27897,399.00,5.00
27919,400.00,5.00
27940,400.00,5.00
27963,401.00,5.00
27984,400.00,5.00
28006,398.00,5.00
28028,401.00,5.00
28050,400.00,5.00
28071,399.00,5.00
28094,399.00,5.00
28115,398.00,5.00
28137,399.00,5.00
28160,398.00,5.00
28181,400.00,5.00
28203,398.00,5.00
28225,399.00,5.00
28247,400.00,5.00
28268,399.00,5.00
28291,397.00,5.00
28312,400.00,5.00
